Price,Close
Ticker,DNUT
Date,
2024-03-01,12.21064567565918
2024-03-04,12.298774719238281
2024-03-05,12.533781051635742
2024-03-06,12.4554443359375
2024-03-07,12.592533111572266
2024-03-08,12.661077499389648
2024-03-11,12.602324485778809
2024-03-12,12.377108573913574
2024-03-13,11.721043586730957
2024-03-14,11.61333179473877
2024-03-15,11.623124122619629
2024-03-18,11.54478645324707
2024-03-19,11.505619049072266
2024-03-20,11.760211944580078
2024-03-21,12.044180870056152
2024-03-22,12.220437049865723
2024-03-25,12.191061019897461
2024-03-26,16.989151000976562
2024-03-27,15.030746459960938
2024-03-28,14.918136596679688
2024-04-01,14.864280700683594
2024-04-02,14.599896430969238
2024-04-03,14.325719833374023
2024-04-04,13.992791175842285
2024-04-05,15.011161804199219
2024-04-08,14.022168159484863
2024-04-09,14.120087623596191
2024-04-10,14.619481086730957
2024-04-11,14.67823314666748
2024-04-12,14.492185592651367
2024-04-15,14.01237678527832
2024-04-16,13.76757526397705
2024-04-17,13.48360824584961
2024-04-18,13.395479202270508
2024-04-19,13.356310844421387
2024-04-22,13.121301651000977
2024-04-23,12.929858207702637
2024-04-24,12.7825927734375
2024-04-25,12.861135482788086
2024-04-26,12.75313949584961
2024-04-29,12.772775650024414
2024-04-30,12.419339179992676
2024-05-01,12.262256622314453
2024-05-02,12.419339179992676
2024-05-03,12.429157257080078
2024-05-06,12.645146369934082
2024-05-07,12.586238861083984
2024-05-08,12.47824478149414
2024-05-09,12.70405101776123
2024-05-10,12.772775650024414
2024-05-13,12.095355987548828
2024-05-14,11.692832946777344
2024-05-15,11.604474067687988
2024-05-16,11.702651023864746
2024-05-17,11.820463180541992
2024-05-20,11.761556625366211
2024-05-21,11.476842880249023
2024-05-22,11.486660957336426
2024-05-23,11.103774070739746
2024-05-24,10.946690559387207
2024-05-28,10.563801765441895
2024-05-29,9.935471534729004
2024-05-30,9.97474193572998
2024-05-31,10.269272804260254
2024-06-03,10.436171531677246
2024-06-04,10.063100814819336
2024-06-05,10.122007369995117
2024-06-06,10.524531364440918
2024-06-07,10.436171531677246
2024-06-10,11.113591194152832
2024-06-11,11.290307998657227
2024-06-12,11.849915504455566
2024-06-13,11.84009838104248
2024-06-14,11.417938232421875
2024-06-17,11.624109268188477
2024-06-18,11.35903263092041
2024-06-20,11.13322639465332
2024-06-21,11.064502716064453
2024-06-24,10.927055358886719
2024-06-25,10.90742015838623
2024-06-26,10.69143295288086
2024-06-27,10.42635440826416
2024-06-28,10.563801765441895
2024-07-01,10.02383041381836
2024-07-02,9.621307373046875
2024-07-03,9.915836334228516
2024-07-05,10.033648490905762
2024-07-08,9.856929779052734
2024-07-09,9.562399864196777
2024-07-10,9.591854095458984
2024-07-11,10.072918891906738
2024-07-12,10.730703353881836
2024-07-15,10.465625762939453
2024-07-16,10.838695526123047
2024-07-17,11.260855674743652
2024-07-18,11.05468463897705
2024-07-19,10.985960006713867
2024-07-22,10.514713287353516
2024-07-23,10.769972801208496
2024-07-24,10.40063190460205
2024-07-25,10.676405906677246
2024-07-26,10.705954551696777
2024-07-29,10.420330047607422
2024-07-30,10.597613334655762
