Date,Close
2009-01-02,55.11000061035156
2009-01-05,54.75
2009-01-06,55.43000030517578
2009-01-07,54.560001373291016
2009-01-08,55.90999984741211
2009-01-09,53.97999954223633
2009-01-12,52.810001373291016
2009-01-13,52.7599983215332
2009-01-14,49.970001220703125
2009-01-15,49.95000076293945
2009-01-16,50.66999816894531
2009-01-20,47.439998626708984
2009-01-21,48.2599983215332
2009-01-22,47.0099983215332
2009-01-23,48.29999923706055
2009-01-26,49.54999923706055
2009-01-27,50.20000076293945
2009-01-28,50.86000061035156
2009-01-29,51.11000061035156
2009-01-30,49.22999954223633
2009-02-02,49.66999816894531
2009-02-03,51.09000015258789
2009-02-04,50.0
2009-02-05,50.63999938964844
2009-02-06,51.81999969482422
2009-02-09,51.459999084472656
2009-02-10,49.11000061035156
2009-02-11,49.630001068115234
2009-02-12,50.290000915527344
2009-02-13,51.029998779296875
2009-02-17,48.279998779296875
2009-02-18,48.470001220703125
2009-02-19,48.869998931884766
2009-02-20,47.540000915527344
2009-02-23,45.689998626708984
2009-02-24,47.02000045776367
2009-02-25,45.7400016784668
2009-02-26,44.790000915527344
2009-02-27,43.970001220703125
2009-03-02,40.189998626708984
2009-03-03,38.790000915527344
2009-03-04,41.119998931884766
2009-03-05,40.08000183105469
2009-03-06,41.88999938964844
2009-03-09,41.189998626708984
2009-03-10,43.290000915527344
2009-03-11,43.31999969482422
2009-03-12,45.18000030517578
2009-03-13,45.5099983215332
2009-03-16,45.630001068115234
2009-03-17,46.0
2009-03-18,45.7400016784668
2009-03-19,45.4900016784668
2009-03-20,44.4900016784668
2009-03-23,47.36000061035156
2009-03-24,46.0099983215332
2009-03-25,47.34000015258789
2009-03-26,46.83000183105469
2009-03-27,46.02000045776367
2009-03-30,44.27000045776367
2009-03-31,44.29999923706055
2009-04-01,44.72999954223633
2009-04-02,46.58000183105469
2009-04-03,47.0
2009-04-06,45.22999954223633
2009-04-07,43.790000915527344
2009-04-08,43.310001373291016
2009-04-09,43.41999816894531
2009-04-13,43.54999923706055
2009-04-14,42.91999816894531
2009-04-15,42.95000076293945
2009-04-16,43.38999938964844
2009-04-17,42.959999084472656
2009-04-20,41.650001525878906
2009-04-21,42.7400016784668
2009-04-22,42.130001068115234
2009-04-23,44.13999938964844
2009-04-24,45.61000061035156
2009-04-27,45.0099983215332
2009-04-28,45.27000045776367
2009-04-29,45.95000076293945
2009-04-30,45.68000030517578
